tree,time,species,mpa_mean,date,img_date,lat,lon,slope,aspect,elevation,twi,cwc,species_date
2354,pd,live oak,-1.3375,2022-05-23,2022-05-17,3842702.4929138217,770468.4856790062,13.7903413772583,76.88644409179688,323.6942138671875,6.313199520111084,0.1442549620834284,live oak_20220517
2360,pd,blue oak,-2.13425,2022-05-23,2022-05-17,3842685.740289078,770480.3164760385,17.082120895385742,14.946581840515137,325.5127258300781,4.261250019073486,0.1066144608448005,blue oak_20220517
2365,pd,blue oak,-1.87766666666667,2022-05-25,2022-05-29,3842682.7928433325,770487.738654878,14.470216751098633,37.29794692993164,325.7925720214844,4.028781890869141,0.0980496510768342,blue oak_20220529
2365,pd,blue oak,-1.87766666666667,2022-05-23,2022-05-17,3842682.7928433325,770487.738654878,14.470216751098633,37.29794692993164,325.7925720214844,4.028781890869141,0.0980496510768342,blue oak_20220517
2367,pd,blue oak,-2.01425,2022-05-23,2022-05-17,3842680.3079404114,770491.3439046902,14.820075988769531,40.066287994384766,326.06890869140625,3.956448554992676,0.0858403857950447,blue oak_20220517
2367,pd,blue oak,-2.01425,2022-05-25,2022-05-29,3842680.3079404114,770491.3439046902,14.820075988769531,40.066287994384766,326.06890869140625,3.956448554992676,0.0858403857950447,blue oak_20220529
2369,pd,blue oak,-1.898,2022-05-23,2022-05-17,3842682.2826072043,770497.4596093234,13.564927101135254,42.96775817871094,324.6953125,4.422366619110107,0.0989712295262954,blue oak_20220517
2369,pd,blue oak,-1.898,2022-05-25,2022-05-29,3842682.2826072043,770497.4596093234,13.564927101135254,42.96775817871094,324.6953125,4.422366619110107,0.0989712295262954,blue oak_20220529
2370,pd,blue oak,-1.92933333333333,2022-05-23,2022-05-17,3842822.742039254,770590.3820635877,1.497539758682251,51.37413787841797,297.1021423339844,5.040881156921387,0.0706307773239641,blue oak_20220517
2371,pd,blue oak,-1.5165,2022-05-23,2022-05-17,3842809.3436882882,770599.6635204358,8.93326473236084,333.9516906738281,298.18975830078125,4.5228095054626465,0.1319477057532829,blue oak_20220517
2372,pd,blue oak,-1.78833333333333,2022-05-23,2022-05-17,3842796.9373405864,770597.4318932275,19.376266479492188,316.6675109863281,300.46685791015625,3.779353618621826,0.1239009064037082,blue oak_20220517
2375,pd,blue oak,-1.69933333333333,2022-05-23,2022-05-17,3842841.662256633,770548.2806712184,6.574037075042725,88.62297821044922,299.27203369140625,4.315788269042969,0.0594918688189867,blue oak_20220517
2377,pd,live oak,-0.905666666666667,2022-05-23,2022-05-17,3842721.117892731,770447.3485779759,20.52639389038086,108.26918029785156,330.2503662109375,5.004858493804932,0.1000522737049516,live oak_20220517
2378,pd,blue oak,-1.70233333333333,2022-05-23,2022-05-17,3842706.3048667223,770431.4874262032,20.201580047607422,88.1844482421875,335.1392517089844,4.839040756225586,0.024195896232509,blue oak_20220517
2379,pd,blue oak,-2.286,2022-05-23,2022-05-17,3842718.762542985,770424.6065615476,14.368938446044922,104.83562469482422,336.7255859375,6.090522289276123,0.0668628335948031,blue oak_20220517
2380,pd,live oak,-0.850333333333333,2022-05-23,2022-05-17,3842742.2450609184,770416.533794289,17.24186134338379,125.40898132324219,343.03912353515625,3.6746983528137207,0.1670314870627659,live oak_20220517
2381,pd,blue oak,-1.2905,2022-05-23,2022-05-17,3842615.7424280806,770449.2496938936,1.6352629661560059,31.893390655517578,347.7327575683594,4.04353666305542,0.11097992956638,blue oak_20220517
2382,pd,blue oak,-1.366,2022-05-23,2022-05-17,3842623.708082137,770430.901875031,11.187259674072266,22.302350997924805,347.7055969238281,3.066199541091919,0.116264096604136,blue oak_20220517
2383,pd,blue oak,-1.53225,2022-05-23,2022-05-17,3842574.732663635,770468.9795939735,8.068461418151855,23.5974178314209,352.62774658203125,3.0262880325317383,0.0916125801463123,blue oak_20220517
2384,pd,blue oak,-1.2535,2022-05-23,2022-05-17,3842622.15922021,770457.7845647724,16.642770767211914,62.24200439453125,346.73309326171875,3.1442887783050537,0.1083482394446318,blue oak_20220517
1478,pd,blue oak,-1.695,2022-09-15,2022-09-14,3843327.1463400787,770220.5190413787,0.43839049339294434,222.53501892089844,308.1258850097656,5.197696208953857,0.0592861905790109,blue oak_20220914
2004,pd,blue oak,-1.6205,2022-09-15,2022-09-14,3843453.826576832,770225.7175033602,5.929095268249512,228.28466796875,340.70220947265625,3.7622313499450684,0.0112153494071494,blue oak_20220914
2005,pd,blue oak,-1.687,2022-09-15,2022-09-14,3843456.0828919737,770197.5756267894,34.375816345214844,251.17344665527344,332.0501708984375,6.039501190185547,0.0295774782071868,blue oak_20220914
2006,pd,blue oak,-1.90766666666667,2022-09-15,2022-09-14,3843515.343848026,770175.277448283,24.7520751953125,227.16531372070312,333.15667724609375,5.3816704750061035,0.0754130209364238,blue oak_20220914
2007,pd,blue oak,-1.29416666666667,2022-09-15,2022-09-14,3843541.7895171787,770165.9691541858,8.987707138061523,186.69668579101562,341.0130310058594,5.175328731536865,0.0245930759254556,blue oak_20220914
2009,pd,blue oak,-1.60833333333333,2022-09-15,2022-09-14,3842837.804065467,770521.5291933517,12.890545845031738,126.32971954345703,303.9501037597656,4.679945468902588,0.0741283778190171,blue oak_20220914
2010,pd,blue oak,-1.91666666666667,2022-09-15,2022-09-14,3842636.453227339,770422.4966147648,12.375821113586426,38.94542694091797,346.6065673828125,3.498260736465454,0.0854230435292246,blue oak_20220914
2011,pd,blue oak,-1.57,2022-09-15,2022-09-14,3842618.087957907,770474.5217839779,19.920413970947266,62.8661003112793,342.77642822265625,4.13200044631958,0.0790401347335028,blue oak_20220914
2012,pd,blue oak,-2.4035,2022-09-15,2022-09-14,3843407.8663449273,770179.0182394916,9.73424243927002,199.77268981933594,310.64068603515625,5.209740161895752,0.0659800741206108,blue oak_20220914
2015,pd,blue oak,-1.84675,2022-09-15,2022-09-14,3843472.0838140585,770133.5885934872,6.583279132843018,206.4998321533203,312.03271484375,6.785527229309082,0.0963942645186765,blue oak_20220914
2020,pd,blue oak,-2.10666666666667,2022-09-15,2022-09-14,3842206.7545231823,770184.4116592902,2.2719569206237793,280.9188232421875,367.0904541015625,3.4878063201904297,0.258536411600598,blue oak_20220914
2021,pd,blue oak,-1.96833333333333,2022-09-15,2022-09-14,3842253.5487391567,770179.4622990222,3.028519630432129,326.8507385253906,364.4018249511719,3.7247769832611084,0.0590753644619453,blue oak_20220914
2022,pd,live oak,-1.44,2022-09-15,2022-09-14,3842285.2167453594,770167.0398695478,9.910367012023926,273.6779479980469,361.5818176269531,3.9038188457489014,0.2697710868259842,live oak_20220914
2023,pd,live oak,-1.5495,2022-09-15,2022-09-14,3842305.4374996363,770165.5213605766,5.939506530761719,236.98934936523438,363.12994384765625,3.3984107971191406,0.0598944735323875,live oak_20220914
2024,pd,blue oak,-2.03666666666667,2022-09-15,2022-09-14,3842320.5324214306,770167.5473082233,3.7948966026306152,135.37745666503906,364.2284240722656,3.2029755115509033,0.0391488863269878,blue oak_20220914
2026,pd,blue oak,-1.806,2022-09-15,2022-09-14,3842116.5414041854,770179.2362666926,8.044902801513672,356.95062255859375,373.7835998535156,3.2644379138946533,0.0449679835892912,blue oak_20220914
2027,pd,blue oak,-2.87366666666667,2022-09-15,2022-09-14,3842089.660181702,770198.8470827716,4.028956413269043,23.721773147583008,377.00433349609375,3.11399245262146,0.1042573232903369,blue oak_20220914
2028,pd,blue oak,-2.359,2022-09-15,2022-09-14,3842112.9553768705,770133.3646807799,8.776127815246582,251.54087829589844,364.98779296875,4.385159492492676,8.720294627480043e-10,blue oak_20220914
2029,pd,live oak,-1.329,2022-09-15,2022-09-14,3842098.9855914465,770137.8627027004,13.93212890625,218.30865478515625,364.2732238769531,4.415594100952148,0.0891178749739968,live oak_20220914
2030,pd,live oak,-2.0,2022-09-15,2022-09-14,3842079.463226943,770109.0436991954,15.078035354614258,141.8335723876953,359.7864685058594,3.5152034759521484,0.1137368500117896,live oak_20220914
2031,pd,blue oak,-2.89666666666667,2022-09-15,2022-09-14,3842031.121296633,770065.5634672197,13.613422393798828,103.7840805053711,364.5049133300781,3.5001893043518066,0.0202446272262716,blue oak_20220914
2085,pd,blue oak,-1.48244444444444,2022-09-15,2022-09-14,3845787.113203011,770925.5063533382,3.102768659591675,94.80382537841797,350.55633544921875,2.986316442489624,0.1316487755773676,blue oak_20220914
2086,pd,blue oak,-1.8648,2022-09-15,2022-09-14,3845800.022638708,771013.0801580055,4.605114459991455,236.951904296875,346.6817321777344,3.864161491394043,0.0899316191265266,blue oak_20220914
2087,pd,blue oak,-1.76057142857143,2022-09-15,2022-09-14,3845750.0172845935,771008.6692691762,6.869565963745117,16.942001342773438,345.4873046875,5.597348213195801,1.991544062363961e-12,blue oak_20220914
2088,pd,blue oak,-1.79571428571429,2022-09-15,2022-09-14,3845738.5959707634,770971.6469903064,3.16324520111084,99.98506927490234,347.31048583984375,5.0607380867004395,0.1250793385227553,blue oak_20220914
2089,pd,live oak,-1.548,2022-09-15,2022-09-14,3845828.1878654226,770989.6006160546,2.474752902984619,235.92982482910156,348.0101013183594,5.354251384735107,0.1976318302982956,live oak_20220914
2090,pd,blue oak,-1.83357142857143,2022-09-15,2022-09-14,3845803.2238885397,771037.1070148803,3.977919816970825,184.42666625976562,347.2339782714844,6.48179292678833,0.1050375276233068,blue oak_20220914
2091,pd,live oak,-0.6045,2022-09-15,2022-09-14,3845736.009779009,771053.2060033656,10.935460090637207,252.95315551757812,344.0130310058594,5.843490123748779,0.2564106652197115,live oak_20220914
2092,pd,live oak,-1.368875,2022-09-15,2022-09-14,3845770.5970204086,771054.2466160919,2.324345827102661,142.81455993652344,345.68963623046875,4.737328052520752,0.1572132403492188,live oak_20220914
2093,pd,live oak,-1.22122222222222,2022-09-15,2022-09-14,3845765.4723470304,770989.0937598734,7.302548885345459,101.9521713256836,347.05120849609375,3.92455792427063,0.1861810275390806,live oak_20220914
2301,pd,live oak,-1.33125,2022-09-15,2022-09-14,3842757.476780254,770574.9574476053,15.997138977050781,330.92376708984375,304.7059020996094,5.836775302886963,0.1220879332616209,live oak_20220914
2331,pd,live oak,-1.81166666666667,2022-09-15,2022-09-14,3842747.2112320093,770594.4815571127,25.47771453857422,303.7754211425781,313.16717529296875,3.4534921646118164,0.0744126187260404,live oak_20220914
2343,pd,blue oak,-2.38916666666667,2022-09-15,2022-09-14,3842800.802879876,770531.352001393,18.103609085083008,77.6594467163086,303.2978820800781,4.328408718109131,0.0507620559345889,blue oak_20220914
2345,pd,live oak,-0.321,2022-09-15,2022-09-14,3842819.410464055,770551.6542048007,3.7216432094573975,66.43873596191406,298.0292663574219,5.549602508544922,0.1561582038556883,live oak_20220914
2346,pd,blue oak,-3.06666666666667,2022-09-15,2022-09-14,3842818.620288688,770530.7437404594,8.620896339416504,80.43647766113281,301.6935119628906,5.40877103805542,0.0576390444024245,blue oak_20220914
2347,pd,blue oak,-2.62333333333333,2022-09-15,2022-09-14,3842821.9474929953,770534.618939464,14.138113975524902,74.47760772705078,300.81121826171875,5.014035701751709,0.0673161461108722,blue oak_20220914
2352,pd,live oak,-1.002,2022-09-15,2022-09-14,3842694.44851666,770457.1169144753,18.02770233154297,76.3608627319336,327.0509033203125,5.7274699211120605,0.0833219306862946,live oak_20220914
2354,pd,live oak,-1.74375,2022-09-15,2022-09-14,3842702.4929138217,770468.4856790062,13.7903413772583,76.88644409179688,323.6942138671875,6.313199520111084,0.0836153327271092,live oak_20220914
2360,pd,blue oak,-2.67333333333333,2022-09-15,2022-09-14,3842685.740289078,770480.3164760385,17.082120895385742,14.946581840515137,325.5127258300781,4.261250019073486,0.0787198034530745,blue oak_20220914
2365,pd,blue oak,-2.48333333333333,2022-09-15,2022-09-14,3842682.7928433325,770487.738654878,14.470216751098633,37.29794692993164,325.7925720214844,4.028781890869141,0.0730585222427289,blue oak_20220914
2367,pd,blue oak,-3.48366666666667,2022-09-15,2022-09-14,3842680.3079404114,770491.3439046902,14.820075988769531,40.066287994384766,326.06890869140625,3.956448554992676,0.0582069290240298,blue oak_20220914
2369,pd,blue oak,-2.21,2022-09-15,2022-09-14,3842682.2826072043,770497.4596093234,13.564927101135254,42.96775817871094,324.6953125,4.422366619110107,0.0599480825491039,blue oak_20220914
2370,pd,blue oak,-2.41666666666667,2022-09-15,2022-09-14,3842822.742039254,770590.3820635877,1.497539758682251,51.37413787841797,297.1021423339844,5.040881156921387,1.8884488971789458e-11,blue oak_20220914
2371,pd,blue oak,-2.015,2022-09-15,2022-09-14,3842809.3436882882,770599.6635204358,8.93326473236084,333.9516906738281,298.18975830078125,4.5228095054626465,0.1366379169317541,blue oak_20220914
2372,pd,blue oak,-2.04166666666667,2022-09-15,2022-09-14,3842796.9373405864,770597.4318932275,19.376266479492188,316.6675109863281,300.46685791015625,3.779353618621826,0.1358528177349859,blue oak_20220914
2375,pd,blue oak,-1.19775,2022-09-15,2022-09-14,3842841.662256633,770548.2806712184,6.574037075042725,88.62297821044922,299.27203369140625,4.315788269042969,0.0390997091647042,blue oak_20220914
2377,pd,live oak,-0.588666666666667,2022-09-15,2022-09-14,3842721.117892731,770447.3485779759,20.52639389038086,108.26918029785156,330.2503662109375,5.004858493804932,0.0424828016872725,live oak_20220914
2378,pd,blue oak,-1.93466666666667,2022-09-15,2022-09-14,3842706.3048667223,770431.4874262032,20.201580047607422,88.1844482421875,335.1392517089844,4.839040756225586,0.035850271708844,blue oak_20220914
2379,pd,blue oak,-1.69666666666667,2022-09-15,2022-09-14,3842718.762542985,770424.6065615476,14.368938446044922,104.83562469482422,336.7255859375,6.090522289276123,0.037159008956423,blue oak_20220914
2380,pd,live oak,-0.834333333333333,2022-09-15,2022-09-14,3842742.2450609184,770416.533794289,17.24186134338379,125.40898132324219,343.03912353515625,3.6746983528137207,0.1271047654843629,live oak_20220914
2381,pd,blue oak,-1.2325,2022-09-15,2022-09-14,3842615.7424280806,770449.2496938936,1.6352629661560059,31.893390655517578,347.7327575683594,4.04353666305542,0.0809801315038928,blue oak_20220914
2382,pd,blue oak,-2.31666666666667,2022-09-15,2022-09-14,3842623.708082137,770430.901875031,11.187259674072266,22.302350997924805,347.7055969238281,3.066199541091919,4.7252012013718554e-14,blue oak_20220914
2383,pd,blue oak,-1.558,2022-09-15,2022-09-14,3842574.732663635,770468.9795939735,8.068461418151855,23.5974178314209,352.62774658203125,3.0262880325317383,0.0236495258144212,blue oak_20220914
2384,pd,blue oak,-2.232,2022-09-15,2022-09-14,3842622.15922021,770457.7845647724,16.642770767211914,62.24200439453125,346.73309326171875,3.1442887783050537,0.0566035889354224,blue oak_20220914
